state,name,uf,inserted_at,updated_at
Rio Grande do Sul,Soledade,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Porto Amazonas,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Sao Jose do Calcado,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Moreilandia,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Jequia da Praia,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Bodoquena,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Estrela de Alagoas,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Rio de Janeiro,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Agua Fria de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Ibimirim,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Espera Feliz,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Mathias Lobato,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Recreio,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Rio do Oeste,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Roque Gonzales,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Itapiuna,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Palmeiras de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Sao Sebastiao do Passe,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Ibitiura de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Guajara,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santo Antonio do Amparo,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Miguel Alves,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Jambeiro,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Boa Vista da Aparecida,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Ipiranga do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Novo Xingu,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Feliz,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Central,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Acre,Feijo,AC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Sebastiao do Rio Verde,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Boituva,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Cruzeiro do Oeste,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Eunapolis,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Sao Joao do Oeste,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Saltinho,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Conceicao do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Upanema,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Cruz Alta,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Marapanim,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Campo Alegre,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Fundao,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Sarandi,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Aracariguama,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Coronel Murta,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Ibicare,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Ceres,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Serrinha,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Patrocinio do Muriae,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Embu das Artes,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Itatiba do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Juarez Tavora,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Nova Canaa,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Casa Nova,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Pirapora do Bom Jesus,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Goiandira,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Paranaiba,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santana da Vargem,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Cupira,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Frecheirinha,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Sapucaia,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Mata Verde,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Barretos,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ponto Novo,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Aiuruoca,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Pontal do Parana,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Navirai,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Piripiri,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Fernando Pedroza,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Indaiatuba,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Ararangua,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Ocara,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Santa Luzia do Norte,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Maranhaozinho,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Mascote,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Dom Macedo Costa,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Mato Castelhano,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Pacuja,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Piripa,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Magda,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Corumba de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Santa Terezinha do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Piranguinho,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Barreira,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Poa,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Oeiras do Para,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Sao Jorge do Patrocinio,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Santa Brigida,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Forquilha,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Monte Alegre do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Pedra do Anta,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Sao Jose,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Cajari,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Jequie,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Itapecerica da Serra,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Cachoeira dos Indios,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Itabaianinha,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Iati,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Francisco Sa,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Amatura,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Jesuania,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Barao de Monte Alto,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Trindade do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Santa Cruz da Conceicao,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Paial,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Gaspar,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Olimpio Noronha,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Sao Benedito do Rio Preto,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Cabaceiras,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Codo,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Mirabela,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Senador Salgado Filho,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Maiquinique,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Sao Jose de Mipibu,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Pedra Lavrada,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Mar Vermelho,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Ouroeste,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Gado Bravo,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Horizonte,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Serra da Saudade,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Ribeiro Goncalves,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Socorro do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Euclides da Cunha Paulista,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Bujaru,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Porto Xavier,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Ribeiraozinho,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Avelino Lopes,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Malacacheta,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Rondonopolis,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ribeira do Pombal,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Ibirarema,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Ipanguacu,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Dois Vizinhos,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Barra do Pirai,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sapucai-Mirim,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Ribas do Rio Pardo,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Mesquita,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Ibarama,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Morrinhos,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Congonhas do Norte,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Agua Comprida,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Tamboril do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Jaupaci,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Viadutos,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Ipora,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Queimada Nova,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Tanque d'Arca,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Pintopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Nova Serrana,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Mantena,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Martinho da Serra,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Morro da Garca,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Jaguariaiva,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Cachoeira Alta,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Palestina,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Bom Jardim da Serra,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Alto Alegre dos Parecis,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Palmeiras do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Araguaina,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Ipueiras,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Santana dos Garrotes,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Divisopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Sao Miguel da Boa Vista,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Banabuiu,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Frutal,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Porto Seguro,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Sertanopolis,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Aramari,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Lavras,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Apui,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Xambioa,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Capinopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Felisburgo,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Alambari,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Matias Barbosa,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Sao Pedro do Turvo,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Pimenteiras do Oeste,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Imigrante,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Rio Preto,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Sao Joaquim da Barra,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Cidelandia,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Acaiaca,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Santo Anastacio,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Belo Campo,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Martins,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Morada Nova de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Maravilha,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Perdigao,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Sao Bento,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Japeri,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Graca Aranha,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Darcinopolis,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Silva Jardim,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Carmo,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Canguaretama,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Condado,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Lagoao,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Pedro do Rosario,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santa Rita do Itueto,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Agua Branca,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santana de Pirapama,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Deputado Irapuan Pinheiro,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Borba,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Guarei,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santa Cruz do Escalvado,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Marcos,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Riachuelo,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Curral de Dentro,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Ribeirao Pires,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Ji-Parana,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Afonso Bezerra,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Roraima,Bonfim,RR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Alvorada de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Iguatemi,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Sao Miguel dos Milagres,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Lucas do Rio Verde,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Anita Garibaldi,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Uruara,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Novo Sao Joaquim,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Itaituba,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Presidente Castelo Branco,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Sao Mateus do Sul,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Palestina de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Cruzeiro do Iguacu,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Nova Ubirata,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Cardeal da Silva,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Leme do Prado,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Rio dos Bois,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Salgueiro,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Manari,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Morro do Pilar,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Doutor Pedrinho,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Parisi,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Taipu,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Paraopeba,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Irajuba,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Raposos,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Croata,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Picui,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Boqueirao,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Caceres,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Manduri,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Capim,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ichu,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Itaporanga,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Paranapanema,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Guarda-Mor,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Perdizes,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Paranapua,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Cerqueira Cesar,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Sangao,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Amaralina,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Pratania,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Buenopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Virginopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Araioses,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Sao Gabriel,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Alegrete do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
