state,name,uf,inserted_at,updated_at
Minas Gerais,Araponga,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Jaguapita,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Sao Pedro da Cipa,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Carnaubais,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Hulha Negra,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Marinopolis,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Afranio,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Lagoa da Prata,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Acre,Placido de Castro,AC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Santo Antonio do Planalto,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Dionisio Cerqueira,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Arinos,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Mimoso do Sul,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Santa Helena,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Lagoa da Canoa,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Campo Largo,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Colorado do Oeste,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Roraima,Caroebe,RR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Canavieiras,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Palmopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Alcinopolis,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Nossa Senhora das Dores,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Maraja do Sena,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Vitorino Freire,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Barra do Rio Azul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Vila Velha,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Apuiares,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Malhada,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Pedra Preta,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Itaguari,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Nilo Pecanha,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Passo do Sobrado,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Pedranopolis,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Itarantim,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Sao Joao da Boa Vista,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Aurora,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Capitao,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santa Rita de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Encanto,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Ocaucu,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Sao Joao de Pirabas,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Serafina Correa,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Riacho da Cruz,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Lajeado Grande,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Joca Marques,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Boqueirao do Leao,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,David Canabarro,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Peixe,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Maua da Serra,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Acre,Porto Walter,AC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Touros,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Brejo Grande,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Pien,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Serranopolis,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Lagoa da Confusao,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Itaocara,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Alto Garcas,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Castro Alves,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Felix de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Pederneiras,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Tres Passos,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Barauna,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Lourenco do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Corrente,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Irapua,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Senador Sa,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Itabirinha,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Alpinopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Edeia,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Brasilandia do Sul,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Espigao D'Oeste,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Candeal,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Vicentinopolis,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Matozinhos,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ipira,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Boa Viagem,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Rio Formoso,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Cordislandia,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Ferros,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Rio da Conceicao,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Monte Alto,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Boraceia,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Itiuba,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Registro,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Claraval,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Sao Joao do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Monte Horebe,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Medeiros Neto,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Cruzaltense,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Iguaba Grande,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Simao Pereira,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Boquira,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Pocone,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Ilha das Flores,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Paraiso do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Puxinana,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Craibas,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Nova Erechim,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Xaxim,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Senador Georgino Avelino,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Angra dos Reis,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Acre,Manoel Urbano,AC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Biritinga,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Rancho Alegre D'Oeste,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Tibau do Sul,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Manhumirim,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Restinga,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Santana do Araguaia,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Anapolis,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Coronel Sapucaia,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Felixlandia,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Herculandia,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Pindoretama,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santa Rita do Sapucai,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Ouricuri,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Cerro Azul,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Presidente Medici,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Arapua,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Pingo-d'Agua,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Caracol,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Santa Terezinha de Itaipu,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Garuva,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Mossoro,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Matias Cardoso,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Piquerobi,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Conde,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Batalha,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Coqueiros do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Lagoa de Dentro,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Nova Monte Verde,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Soure,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Porto da Folha,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Fatima,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Mossamedes,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Aroazes,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Teixeira,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Prata,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Balneario Pinhal,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Tuiuti,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Indiana,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Francisco Macedo,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Moncoes,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Imbau,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Reserva do Iguacu,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Isaias Coelho,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Juiz de Fora,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Paulista,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Jussara,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Elias Fausto,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Moji Mirim,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Virginia,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Utinga,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Porteirinha,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Crisolita,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Cristiano Otoni,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Belterra,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Riacho dos Cavalos,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Agrolandia,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Brotas,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Poco das Trincheiras,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Barao do Triunfo,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Rio Grande,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Curralinhos,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Piritiba,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Crominia,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Valparaiso,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Bocaiuva do Sul,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Fagundes,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Pedro Regis,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Herval d'Oeste,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Gramado Xavier,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Celso Ramos,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Sao Caitano,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Itapoa,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Vargem Grande,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Nova Colinas,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Maquine,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Ouro Branco,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Inga,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Tupanatinga,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Vitoria de Santo Antao,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Bodoco,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Arraial,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Itiquira,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Campestre de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Sao Raimundo Nonato,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Doutor Severiano,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Caputira,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Saire,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Cristais Paulista,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Itaja,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santa Barbara do Leste,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Alterosa,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Maracaju,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Madeiro,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Tibagi,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Sao Jose do Vale do Rio Preto,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Ibiam,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Santa Terezinha,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Itau,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Jacutinga,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Cunha,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Brejo Alegre,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Acre,Epitaciolandia,AC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Curvelo,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Goncalo do Rio Abaixo,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Erval Grande,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,General Maynard,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Itapuca,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Erval Velho,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Nova Uniao,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Lagoa Santa,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Joao Costa,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Corbelia,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Navegantes,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Urucara,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amapa,Itaubal,AP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Belem,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Domingos Martins,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Taquari,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Rio de Contas,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Balneario Gaivota,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Catende,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Goiatuba,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Jardinopolis,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Julio Mesquita,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Ponte Alta do Norte,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Roraima,Sao Luiz,RR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Quixeramobim,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Diogo de Vasconcelos,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Ponta Pora,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Sao Luis do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Novo Oriente do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Sao Jose dos Basilios,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Sao Benedito do Sul,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Gravata,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Novo Santo Antonio,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Planura,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Unistalda,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Santa Cruz do Rio Pardo,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Sao Joao,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Caicara,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Sao Ludgero,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Cajamar,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Sao Miguel de Taipu,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Barauna,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Pirajui,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Itamaraju,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Sigefredo Pacheco,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Carmesia,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Nova Aurora,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Vera Cruz,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Taguai,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Alfenas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Itapuranga,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Currais Novos,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Fernandes Tourinho,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Santa Rita d'Oeste,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Mirante da Serra,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
